compound,compound_class,mechanism_of_action,concentration_band,n_condition_dirs,n_active_condition_dirs,condition_dirs
SB205607,Opioid analgesics,DOR_Agonist,mid,13,13,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/250microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/250microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/250microM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/250microM F4 moved | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/250microM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/500microM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/500microM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/500microM F3 moved | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/500microM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 2 14 May 2018/0.25mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 2 14 May 2018/0.25mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 2 14 May 2018/0.25mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 2 14 May 2018/0.25mM F2.4
SB205607,Opioid analgesics,DOR_Agonist,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/SB205607 Run 1 8 May 2018/DONT USE
SNC80,Opioid analgesics,DOR_Agonist,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/WatER f4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/Water F3 RUN FROM 0- | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/water F2.2
SNC80,Opioid analgesics,DOR_Agonist,high,9,9,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/1mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/1mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/1mm F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/1mm F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/100microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/100microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/100microM F2.3 run 0-80% | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/100microM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/100microM F5 run from zero
SNC80,Opioid analgesics,DOR_Agonist,low,9,9,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.25Mm f2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.25mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.25mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.25mm F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/25microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/25microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/25microM F2.3 run form zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/25microM F2.4 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/25microM F2.5
SNC80,Opioid analgesics,DOR_Agonist,mid,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.5mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.5mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.5mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/0.5mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/50microM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/50microM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/50microM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 2 4 aug 2017/50microm F2.4
SNC80,Opioid analgesics,DOR_Agonist,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/SNC80 run 1 1 Aug 2017/DONT USE
Strychnine,Glycine antagonist,GlyR_Antagonist,control,12,12,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine/Control | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round2/Control | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round3/Control | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round4/Control | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/water f2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/Water F4 may have moved slightly
Strychnine,Glycine antagonist,GlyR_Antagonist,high,12,12,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine/100mM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round2/200uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round3/200uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round4/200mM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/200uM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/200uM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/200uM F2.6 run from zero as starting to overexpose at end - possibly ok heart oik | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/200uM F2.7 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/200uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/200uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/200uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/200uM f4
Strychnine,Glycine antagonist,GlyR_Antagonist,low,12,12,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine/50uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round2/50uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round3/50uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round4/50mM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/50uM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/50uM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/50uM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/50uM f2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/50uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/50uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/50uM F3 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/50uM F4 run from zero
Strychnine,Glycine antagonist,GlyR_Antagonist,mid,12,12,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine/200uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round2/100uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round3/100uM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/Strychnine_Round4/100mM | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/100uM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/100uM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/100uM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/100uM F2.4 run from zero as starting to overexposed at end | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/100uM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/100uM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/100uM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/100uM F4
Strychnine,Glycine antagonist,GlyR_Antagonist,unknown,2,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine Rerun 2 3 Mar 2019/DONT USE | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Strychnine rerun 25 Feb 2019/DONT USE
Tacrine,ACh esterase inhibitors,AChE_Inhibitor_Reversible,control,9,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/WaterF2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/water f3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/Water F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/Water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/Water F2.4 run from zero | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/Water F2.5
Tacrine,ACh esterase inhibitors,AChE_Inhibitor_Reversible,high,6,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.5mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.5mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/1mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/1mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/1mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/1mM F2.4
Tacrine,ACh esterase inhibitors,AChE_Inhibitor_Reversible,low,8,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.125mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.125mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.125mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.125mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.25mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.25mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.25mM F2.7 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.25mM F2.8
Tacrine,ACh esterase inhibitors,AChE_Inhibitor_Reversible,mid,8,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.25mM F5 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.25mM F7 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.25mM F8 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/0.25mm F9 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.5mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.5mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.5mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/0.5mM F2.5
Tacrine,ACh esterase inhibitors,AChE_Inhibitor_Reversible,unknown,2,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 1 5 Mar2018 DO NOT USE/DONT USE | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tacrine Run 2 9 Mar 2018 DO NOT USE/DONT USE
Tetraethylammonium Cl,K+ channel blockers,Kv_Blocker_NonSelective,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/Water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/Water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/Water F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/Water F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/Water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/Water F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/water F2.1
Tetraethylammonium Cl,K+ channel blockers,Kv_Blocker_NonSelective,high,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/1mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/1mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/1mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/1mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/1mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/1mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/1mM F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/1mM F2.5
Tetraethylammonium Cl,K+ channel blockers,Kv_Blocker_NonSelective,low,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.25mM F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.25mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.25mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.25mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.25mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.25mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.25mM F2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.25mM F2.5
Tetraethylammonium Cl,K+ channel blockers,Kv_Blocker_NonSelective,mid,7,7,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.5mM F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.5mM F3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.5mM F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 1 27 mar 2018/0.5mM f1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.5mM F2.1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.5mM F2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/0.5mM F2.3
Tetraethylammonium Cl,K+ channel blockers,Kv_Blocker_NonSelective,unknown,1,0,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Tetraethylammonium chloride Run 2 9 April 2018/DONT USE
Theobromine,Methylxanthine derivatives,P1_Antagonist_PDE_Inhibitor,control,8,8,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine Run 2 17 Sept 2018/Water F2.1 run from zero as moved | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine Run 2 17 Sept 2018/Water f2.2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine Run 2 17 Sept 2018/water F2.3 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine Run 2 17 Sept 2018/water f2.4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine run 1 14 sept 2018/Water F4 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine run 1 14 sept 2018/water F1 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine run 1 14 sept 2018/water F2 | /mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Theobromine run 1 14 sept 2018/water f3
